,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,nodenum,density,metric,term,std.error,nodename
290,0.025313092,NA,NA,2.754865042,0.007364935,NA,NA,NA,NA,NA,216,0.05,eigen.cent,age,0.009188505,Right Middle Cingulate Cortex
291,0.02525695,NA,NA,2.676207763,0.009139629,NA,NA,NA,NA,NA,216,0.06,eigen.cent,age,0.009437589,Right Middle Cingulate Cortex
292,0.025743811,NA,NA,2.713857398,0.008246514,NA,NA,NA,NA,NA,216,0.07,eigen.cent,age,0.009486059,Right Middle Cingulate Cortex
293,0.02805063,NA,NA,2.665121175,0.009418928,NA,NA,NA,NA,NA,40,0.11,eigen.cent,age,0.010525086,Right SMA
294,0.027831278,NA,NA,2.691563167,0.008765239,NA,NA,NA,NA,NA,40,0.12,eigen.cent,age,0.010340191,Right SMA
295,0.027734087,NA,NA,2.677530831,0.009106807,NA,NA,NA,NA,NA,40,0.15,eigen.cent,age,0.010358083,Right SMA
296,0.028541176,NA,NA,2.78808226,0.006715004,NA,NA,NA,NA,NA,40,0.16,eigen.cent,age,0.010236849,Right SMA
297,0.02912064,NA,NA,2.863829981,0.005424916,NA,NA,NA,NA,NA,40,0.17,eigen.cent,age,0.010168425,Right SMA
298,0.0289488,NA,NA,2.824417383,0.006064596,NA,NA,NA,NA,NA,40,0.18,eigen.cent,age,0.010249477,Right SMA
299,0.029492831,NA,NA,2.901459216,0.004872731,NA,NA,NA,NA,NA,40,0.19,eigen.cent,age,0.010164827,Right SMA
300,0.028556648,NA,NA,2.830141238,0.005967582,NA,NA,NA,NA,NA,40,0.2,eigen.cent,age,0.010090185,Right SMA
301,-0.026886222,NA,NA,-2.784766812,0.006777428,NA,NA,NA,NA,NA,190,0.05,eigen.cent,age,0.009654748,Right SupraMarginal Gyrus
302,-0.029786807,NA,NA,-3.014706732,0.003508526,NA,NA,NA,NA,NA,190,0.06,eigen.cent,age,0.009880499,Right SupraMarginal Gyrus
303,-0.030320786,NA,NA,-3.116762661,0.002591889,NA,NA,NA,NA,NA,190,0.07,eigen.cent,age,0.009728295,Right SupraMarginal Gyrus
304,-0.029887653,NA,NA,-3.04932537,0.003168301,NA,NA,NA,NA,NA,190,0.08,eigen.cent,age,0.009801399,Right SupraMarginal Gyrus
305,-0.029330108,NA,NA,-2.972626967,0.003967674,NA,NA,NA,NA,NA,190,0.09,eigen.cent,age,0.00986673,Right SupraMarginal Gyrus
306,-0.02898307,NA,NA,-2.914894315,0.004688485,NA,NA,NA,NA,NA,190,0.1,eigen.cent,age,0.009943095,Right SupraMarginal Gyrus
307,-0.028233285,NA,NA,-2.806116539,0.006384585,NA,NA,NA,NA,NA,190,0.11,eigen.cent,age,0.010061337,Right SupraMarginal Gyrus
308,-0.029029147,NA,NA,-2.924912871,0.004555303,NA,NA,NA,NA,NA,190,0.12,eigen.cent,age,0.00992479,Right SupraMarginal Gyrus
309,-0.028267868,NA,NA,-2.840823187,0.005790338,NA,NA,NA,NA,NA,190,0.13,eigen.cent,age,0.00995059,Right SupraMarginal Gyrus
310,-0.02671555,NA,NA,-2.676621878,0.009129344,NA,NA,NA,NA,NA,190,0.14,eigen.cent,age,0.00998107,Right SupraMarginal Gyrus
311,-0.026848279,NA,NA,-2.76233475,0.007213957,NA,NA,NA,NA,NA,190,0.17,eigen.cent,age,0.009719416,Right SupraMarginal Gyrus
312,-0.026812431,NA,NA,-2.769754056,0.007066807,NA,NA,NA,NA,NA,190,0.18,eigen.cent,age,0.009680438,Right SupraMarginal Gyrus
313,-0.026737441,NA,NA,-2.769910331,0.007063737,NA,NA,NA,NA,NA,190,0.19,eigen.cent,age,0.009652818,Right SupraMarginal Gyrus
314,-0.02676651,NA,NA,-2.806346691,0.006380466,NA,NA,NA,NA,NA,190,0.2,eigen.cent,age,0.009537848,Right SupraMarginal Gyrus
315,-0.023756054,NA,NA,-2.679276184,0.009063672,NA,NA,NA,NA,NA,268,0.07,eigen.cent,age,0.008866594,Right Ventral Striatum
316,0.028953722,NA,NA,2.802730668,0.006984655,NA,NA,NA,NA,NA,86,0.03,local.clustering,age,0.01033054,Left Angular Gyrus
317,0.029028269,NA,NA,2.693342651,0.009403966,NA,NA,NA,NA,NA,152,0.03,local.clustering,age,0.010777785,Left Calcarine Gyrus
318,0.020565894,NA,NA,2.844712561,0.005867759,NA,NA,NA,NA,NA,166,0.06,local.clustering,age,0.007229515,Left Cuneus
319,0.017541256,NA,NA,2.86157308,0.005554616,NA,NA,NA,NA,NA,166,0.07,local.clustering,age,0.006129935,Left Cuneus
320,0.01611956,NA,NA,3.297378678,0.001509486,NA,NA,NA,NA,NA,166,0.13,local.clustering,age,0.004888598,Left Cuneus
321,-0.021887143,NA,NA,-3.155246976,0.00240212,NA,NA,NA,NA,NA,27,0.07,local.clustering,age,0.006936745,Left Postcentral Gyrus
322,0.015231486,NA,NA,3.074606997,0.002964381,NA,NA,NA,NA,NA,47,0.1,local.clustering,age,0.004953962,Left SMA
323,0.015150747,NA,NA,3.198733228,0.002042602,NA,NA,NA,NA,NA,47,0.11,local.clustering,age,0.004736483,Left SMA
324,-0.01106558,NA,NA,-2.792855514,0.006626057,NA,NA,NA,NA,NA,78,0.18,local.clustering,age,0.003962103,Left Superior Orbital Gyrus
325,-0.01063954,NA,NA,-2.682473338,0.00898514,NA,NA,NA,NA,NA,78,0.19,local.clustering,age,0.003966317,Left Superior Orbital Gyrus
326,-0.014821654,NA,NA,-2.741366684,0.00771203,NA,NA,NA,NA,NA,224,0.09,local.clustering,age,0.005406666,Left Thalamus
327,0.025433401,NA,NA,2.959262483,0.004340477,NA,NA,NA,NA,NA,199,0.04,local.clustering,age,0.008594507,Right Angular Gyrus
328,0.027304458,NA,NA,2.713085008,0.008651904,NA,NA,NA,NA,NA,127,0.05,local.clustering,age,0.010063989,Right Cerebellum
329,-0.024355765,NA,NA,-3.435476661,0.001005412,NA,NA,NA,NA,NA,175,0.06,local.clustering,age,0.007089486,Right Inferior Frontal Gyrus (p. Triangularis)
330,-0.0131572,NA,NA,-2.691536854,0.008889678,NA,NA,NA,NA,NA,175,0.08,local.clustering,age,0.00488836,Right Inferior Frontal Gyrus (p. Triangularis)
331,-0.019933966,NA,NA,-2.69782661,0.008793593,NA,NA,NA,NA,NA,140,0.06,local.clustering,age,0.007388898,Right Lingual Gyrus
332,-0.013917446,NA,NA,-2.668574149,0.009405724,NA,NA,NA,NA,NA,181,0.13,local.clustering,age,0.005215312,Right Middle Orbital Gyrus
333,-0.020756046,NA,NA,-4.603933423,1.71E-05,NA,NA,NA,NA,NA,181,0.14,local.clustering,age,0.004508329,Right Middle Orbital Gyrus
334,-0.018416968,NA,NA,-3.677973856,0.000443066,NA,NA,NA,NA,NA,181,0.15,local.clustering,age,0.005007368,Right Middle Orbital Gyrus
335,-0.017842098,NA,NA,-3.618215888,0.000539453,NA,NA,NA,NA,NA,181,0.16,local.clustering,age,0.004931187,Right Middle Orbital Gyrus
336,0.042113997,NA,NA,2.689157297,0.009763438,NA,NA,NA,NA,NA,19,0.02,local.clustering,age,0.015660667,Right Postcentral Gyrus
337,0.027635473,NA,NA,2.864345064,0.005976269,NA,NA,NA,NA,NA,44,0.03,local.clustering,age,0.009648095,Right Postcentral Gyrus
338,0.033138476,NA,NA,4.240326777,7.69E-05,NA,NA,NA,NA,NA,44,0.05,local.clustering,age,0.007815076,Right Postcentral Gyrus
339,-0.014048762,NA,NA,-2.695344525,0.008722348,NA,NA,NA,NA,NA,95,0.1,local.clustering,age,0.005212232,Right Precuneus
340,-0.035031707,NA,NA,-3.140850996,0.002597919,NA,NA,NA,NA,NA,14,0.03,local.clustering,age,0.011153572,Within 1 mm: Left Middle Cingulate Cortex
341,-0.02571753,NA,NA,-3.184838759,0.002186552,NA,NA,NA,NA,NA,14,0.05,local.clustering,age,0.008074987,Within 1 mm: Left Middle Cingulate Cortex
342,0.037860651,NA,NA,4.685974176,1.73E-05,NA,NA,NA,NA,NA,60,0.03,local.clustering,age,0.008079569,Within 1 mm: Right Insula Lobe
343,0.000282333,NA,NA,2.751039425,0.007443374,NA,NA,NA,NA,NA,197,0.02,page.rank,age,0.000102628,Left Middle Frontal Gyrus
344,0.000157204,NA,NA,2.644751768,0.009952406,NA,NA,NA,NA,NA,197,0.15,page.rank,age,5.94E-05,Left Middle Frontal Gyrus
345,0.000152514,NA,NA,2.649365179,0.00982923,NA,NA,NA,NA,NA,197,0.16,page.rank,age,5.76E-05,Left Middle Frontal Gyrus
346,0.000160266,NA,NA,2.895059046,0.004962831,NA,NA,NA,NA,NA,197,0.17,page.rank,age,5.54E-05,Left Middle Frontal Gyrus
347,0.000155453,NA,NA,3.003852086,0.003621997,NA,NA,NA,NA,NA,197,0.18,page.rank,age,5.18E-05,Left Middle Frontal Gyrus
348,0.000149642,NA,NA,3.017368594,0.003481208,NA,NA,NA,NA,NA,197,0.19,page.rank,age,4.96E-05,Left Middle Frontal Gyrus
349,0.000144289,NA,NA,3.046444581,0.003195398,NA,NA,NA,NA,NA,197,0.2,page.rank,age,4.74E-05,Left Middle Frontal Gyrus
350,-0.000357992,NA,NA,-3.420464685,0.001014614,NA,NA,NA,NA,NA,174,0.01,page.rank,age,0.000104662,Left Precentral Gyrus
351,-0.000273636,NA,NA,-2.861546124,0.005460218,NA,NA,NA,NA,NA,174,0.02,page.rank,age,9.56E-05,Left Precentral Gyrus
352,-0.000251362,NA,NA,-3.003987775,0.003620558,NA,NA,NA,NA,NA,174,0.03,page.rank,age,8.37E-05,Left Precentral Gyrus
353,-0.000221748,NA,NA,-2.814645425,0.006233577,NA,NA,NA,NA,NA,174,0.04,page.rank,age,7.88E-05,Left Precentral Gyrus
354,-0.000205812,NA,NA,-2.757599952,0.007309325,NA,NA,NA,NA,NA,174,0.05,page.rank,age,7.46E-05,Left Precentral Gyrus
355,-0.000214427,NA,NA,-2.948863694,0.004250953,NA,NA,NA,NA,NA,174,0.06,page.rank,age,7.27E-05,Left Precentral Gyrus
356,-0.000210233,NA,NA,-3.097169198,0.002748393,NA,NA,NA,NA,NA,174,0.07,page.rank,age,6.79E-05,Left Precentral Gyrus
357,-0.000226707,NA,NA,-3.462924479,0.000886168,NA,NA,NA,NA,NA,174,0.08,page.rank,age,6.55E-05,Left Precentral Gyrus
358,-0.000212212,NA,NA,-3.255923305,0.001697818,NA,NA,NA,NA,NA,174,0.09,page.rank,age,6.52E-05,Left Precentral Gyrus
359,-0.000213755,NA,NA,-3.382786288,0.001143131,NA,NA,NA,NA,NA,174,0.1,page.rank,age,6.32E-05,Left Precentral Gyrus
360,-0.000189955,NA,NA,-3.135878679,0.002447243,NA,NA,NA,NA,NA,174,0.11,page.rank,age,6.06E-05,Left Precentral Gyrus
361,-0.000181759,NA,NA,-3.039210591,0.003264394,NA,NA,NA,NA,NA,174,0.12,page.rank,age,5.98E-05,Left Precentral Gyrus
362,-0.000181132,NA,NA,-3.139959199,0.002417359,NA,NA,NA,NA,NA,174,0.13,page.rank,age,5.77E-05,Left Precentral Gyrus
363,-0.000165829,NA,NA,-2.964478878,0.004062775,NA,NA,NA,NA,NA,174,0.14,page.rank,age,5.59E-05,Left Precentral Gyrus
364,-0.000166259,NA,NA,-3.062226177,0.003049555,NA,NA,NA,NA,NA,174,0.15,page.rank,age,5.43E-05,Left Precentral Gyrus
365,-0.000154474,NA,NA,-2.957996749,0.004139935,NA,NA,NA,NA,NA,174,0.16,page.rank,age,5.22E-05,Left Precentral Gyrus
366,-0.000150936,NA,NA,-2.909035454,0.004768027,NA,NA,NA,NA,NA,174,0.17,page.rank,age,5.19E-05,Left Precentral Gyrus
367,-0.000149671,NA,NA,-3.047386498,0.003186514,NA,NA,NA,NA,NA,174,0.18,page.rank,age,4.91E-05,Left Precentral Gyrus
368,-0.000142051,NA,NA,-2.943747354,0.004314343,NA,NA,NA,NA,NA,174,0.19,page.rank,age,4.83E-05,Left Precentral Gyrus
369,-0.000126963,NA,NA,-2.701613807,0.008527813,NA,NA,NA,NA,NA,174,0.2,page.rank,age,4.70E-05,Left Precentral Gyrus
370,-0.000344138,NA,NA,-2.842512894,0.005762748,NA,NA,NA,NA,NA,16,0.01,page.rank,age,0.000121068,Right Middle Cingulate Cortex
371,-0.000285052,NA,NA,-2.721912193,0.008066099,NA,NA,NA,NA,NA,16,0.02,page.rank,age,0.000104725,Right Middle Cingulate Cortex
372,0.000379242,NA,NA,2.735230551,0.00777568,NA,NA,NA,NA,NA,193,0.01,page.rank,age,0.000138651,Right Middle Frontal Gyrus
373,0.000332686,NA,NA,2.942120162,0.004334686,NA,NA,NA,NA,NA,193,0.03,page.rank,age,0.000113077,Right Middle Frontal Gyrus
374,0.000286072,NA,NA,2.863566266,0.005428982,NA,NA,NA,NA,NA,193,0.04,page.rank,age,9.99E-05,Right Middle Frontal Gyrus
375,0.000260561,NA,NA,2.736207341,0.007754761,NA,NA,NA,NA,NA,193,0.05,page.rank,age,9.52E-05,Right Middle Frontal Gyrus
376,0.000160172,NA,NA,2.695824383,0.00866385,NA,NA,NA,NA,NA,40,0.16,page.rank,age,5.94E-05,Right SMA
377,0.00016245,NA,NA,2.848777398,0.005661513,NA,NA,NA,NA,NA,40,0.17,page.rank,age,5.70E-05,Right SMA
378,0.00015501,NA,NA,2.741051787,0.00765177,NA,NA,NA,NA,NA,40,0.18,page.rank,age,5.66E-05,Right SMA
379,0.000155772,NA,NA,2.789206135,0.006693963,NA,NA,NA,NA,NA,40,0.19,page.rank,age,5.58E-05,Right SMA
380,0.000144292,NA,NA,2.651408325,0.009775123,NA,NA,NA,NA,NA,40,0.2,page.rank,age,5.44E-05,Right SMA
381,-0.00020719,NA,NA,-2.734644371,0.007788259,NA,NA,NA,NA,NA,190,0.07,page.rank,age,7.58E-05,Right SupraMarginal Gyrus
382,-0.000195629,NA,NA,-2.750926504,0.007445701,NA,NA,NA,NA,NA,190,0.08,page.rank,age,7.11E-05,Right SupraMarginal Gyrus
383,0.017447163,NA,NA,2.717312539,0.008238083,NA,NA,NA,NA,NA,152,0.09,part.coeff,age,0.006420742,Left Calcarine Gyrus
384,0.016814278,NA,NA,3.063918769,0.00305967,NA,NA,NA,NA,NA,152,0.1,part.coeff,age,0.005487834,Left Calcarine Gyrus
385,0.017483395,NA,NA,3.227704927,0.001870081,NA,NA,NA,NA,NA,152,0.11,part.coeff,age,0.005416665,Left Calcarine Gyrus
386,0.012648844,NA,NA,3.116671834,0.002603913,NA,NA,NA,NA,NA,152,0.14,part.coeff,age,0.004058446,Left Calcarine Gyrus
387,0.013575995,NA,NA,3.499241868,0.000793742,NA,NA,NA,NA,NA,152,0.15,part.coeff,age,0.003879696,Left Calcarine Gyrus
388,0.006939344,NA,NA,2.826067702,0.006036477,NA,NA,NA,NA,NA,152,0.18,part.coeff,age,0.002455477,Left Calcarine Gyrus
389,0.00693265,NA,NA,2.838776388,0.00582392,NA,NA,NA,NA,NA,152,0.19,part.coeff,age,0.002442126,Left Calcarine Gyrus
390,0.006760449,NA,NA,2.77147757,0.007033019,NA,NA,NA,NA,NA,152,0.2,part.coeff,age,0.002439294,Left Calcarine Gyrus
391,-0.034305451,NA,NA,-2.932947682,0.004699857,NA,NA,NA,NA,NA,27,0.03,part.coeff,age,0.011696578,Left Postcentral Gyrus
392,-0.032652135,NA,NA,-3.010093943,0.003679298,NA,NA,NA,NA,NA,27,0.04,part.coeff,age,0.010847547,Left Postcentral Gyrus
393,-0.030723123,NA,NA,-3.358868222,0.001294491,NA,NA,NA,NA,NA,27,0.05,part.coeff,age,0.009146868,Left Postcentral Gyrus
394,-0.02904015,NA,NA,-3.424630673,0.001047556,NA,NA,NA,NA,NA,27,0.06,part.coeff,age,0.00847979,Left Postcentral Gyrus
395,-0.003706023,NA,NA,-3.126672012,0.00251594,NA,NA,NA,NA,NA,27,0.2,part.coeff,age,0.001185293,Left Postcentral Gyrus
396,0.021456559,NA,NA,2.76382396,0.007226662,NA,NA,NA,NA,NA,24,0.05,part.coeff,age,0.007763359,Left Precentral Gyrus
397,-0.014704893,NA,NA,-3.474689149,0.000858769,NA,NA,NA,NA,NA,174,0.1,part.coeff,age,0.004232002,Left Precentral Gyrus
398,-0.021089862,NA,NA,-2.788204292,0.00691724,NA,NA,NA,NA,NA,232,0.04,part.coeff,age,0.007563959,Left Putamen
399,-0.020741422,NA,NA,-5.017512779,3.56E-06,NA,NA,NA,NA,NA,232,0.08,part.coeff,age,0.004133806,Left Putamen
400,-0.021598256,NA,NA,-5.301480631,1.17E-06,NA,NA,NA,NA,NA,232,0.09,part.coeff,age,0.004074004,Left Putamen
401,-0.021376438,NA,NA,-3.950762764,0.000176255,NA,NA,NA,NA,NA,232,0.1,part.coeff,age,0.005410712,Left Putamen
402,-0.013877942,NA,NA,-2.889514332,0.005059188,NA,NA,NA,NA,NA,232,0.11,part.coeff,age,0.004802863,Left Putamen
403,-0.032754803,NA,NA,-3.714999931,0.000470484,NA,NA,NA,NA,NA,98,0.02,part.coeff,age,0.008816905,Left Superior Medial Gyrus
404,-0.028706442,NA,NA,-2.786684472,0.007057646,NA,NA,NA,NA,NA,98,0.03,part.coeff,age,0.010301289,Left Superior Medial Gyrus
405,-0.033553196,NA,NA,-3.663787506,0.000492086,NA,NA,NA,NA,NA,237,0.04,part.coeff,age,0.009158063,Left Superior Temporal Gyrus
406,-0.006319189,NA,NA,-2.829002259,0.006025045,NA,NA,NA,NA,NA,245,0.12,part.coeff,age,0.002233717,Right Cerebellum
407,-0.004585789,NA,NA,-2.975922167,0.003959598,NA,NA,NA,NA,NA,245,0.14,part.coeff,age,0.001540964,Right Cerebellum
408,-0.009657862,NA,NA,-2.717407077,0.008166557,NA,NA,NA,NA,NA,127,0.2,part.coeff,age,0.003554072,Right Cerebellum
409,0.005259887,NA,NA,2.785299296,0.006767367,NA,NA,NA,NA,NA,192,0.18,part.coeff,age,0.001888446,Right Inferior Parietal Lobule
410,0.00558207,NA,NA,2.885817731,0.005095642,NA,NA,NA,NA,NA,192,0.19,part.coeff,age,0.001934311,Right Inferior Parietal Lobule
411,0.005573264,NA,NA,2.893337258,0.004987331,NA,NA,NA,NA,NA,192,0.2,part.coeff,age,0.001926241,Right Inferior Parietal Lobule
412,0.025348491,NA,NA,2.683031894,0.009341604,NA,NA,NA,NA,NA,143,0.04,part.coeff,age,0.009447704,Right Lingual Gyrus
413,0.014703855,NA,NA,2.727143867,0.008068236,NA,NA,NA,NA,NA,150,0.1,part.coeff,age,0.005391668,Right Lingual Gyrus
414,0.003822876,NA,NA,2.679027527,0.009069806,NA,NA,NA,NA,NA,158,0.17,part.coeff,age,0.001426964,Right Lingual Gyrus
415,-0.031245021,NA,NA,-2.706328654,0.008882251,NA,NA,NA,NA,NA,196,0.02,part.coeff,age,0.011545169,Right Middle Frontal Gyrus
416,-0.031780919,NA,NA,-3.16440377,0.00233742,NA,NA,NA,NA,NA,196,0.04,part.coeff,age,0.010043257,Right Middle Frontal Gyrus
417,-0.013138489,NA,NA,-2.816195288,0.006353904,NA,NA,NA,NA,NA,181,0.08,part.coeff,age,0.004665333,Right Middle Orbital Gyrus
418,-0.016258263,NA,NA,-2.852571408,0.005697237,NA,NA,NA,NA,NA,181,0.09,part.coeff,age,0.005699511,Right Middle Orbital Gyrus
419,-0.023578031,NA,NA,-3.049754831,0.00319034,NA,NA,NA,NA,NA,181,0.1,part.coeff,age,0.007731124,Right Middle Orbital Gyrus
420,-0.023540601,NA,NA,-3.022949149,0.003451952,NA,NA,NA,NA,NA,181,0.11,part.coeff,age,0.007787296,Right Middle Orbital Gyrus
421,-0.022627608,NA,NA,-4.140150207,9.20E-05,NA,NA,NA,NA,NA,181,0.12,part.coeff,age,0.005465407,Right Middle Orbital Gyrus
422,-0.02216075,NA,NA,-4.204169166,7.34E-05,NA,NA,NA,NA,NA,181,0.13,part.coeff,age,0.005271137,Right Middle Orbital Gyrus
423,-0.012020002,NA,NA,-2.722090511,0.008084466,NA,NA,NA,NA,NA,39,0.14,part.coeff,age,0.004415725,Right Paracentral Lobule
424,-0.038105058,NA,NA,-2.719066466,0.008830361,NA,NA,NA,NA,NA,253,0.01,part.coeff,age,0.014014022,Right Postcentral Gyrus
425,-0.044228662,NA,NA,-3.909339556,0.000234923,NA,NA,NA,NA,NA,19,0.02,part.coeff,age,0.011313589,Right Postcentral Gyrus
426,-0.019334546,NA,NA,-2.808441614,0.006424577,NA,NA,NA,NA,NA,92,0.05,part.coeff,age,0.006884439,Right Posterior Cingulate Cortex
427,-0.016832311,NA,NA,-2.732377915,0.007904905,NA,NA,NA,NA,NA,92,0.06,part.coeff,age,0.006160316,Right Posterior Cingulate Cortex
428,-0.013897759,NA,NA,-2.832676105,0.00598298,NA,NA,NA,NA,NA,92,0.07,part.coeff,age,0.004906229,Right Posterior Cingulate Cortex
429,-0.017214333,NA,NA,-3.10883348,0.002665685,NA,NA,NA,NA,NA,92,0.08,part.coeff,age,0.005537232,Right Posterior Cingulate Cortex
430,-0.012302713,NA,NA,-3.342112178,0.001306195,NA,NA,NA,NA,NA,92,0.09,part.coeff,age,0.003681119,Right Posterior Cingulate Cortex
431,-0.006401647,NA,NA,-3.139031253,0.002424124,NA,NA,NA,NA,NA,92,0.16,part.coeff,age,0.00203937,Right Posterior Cingulate Cortex
432,-0.038311505,NA,NA,-3.080734772,0.003446197,NA,NA,NA,NA,NA,135,0.01,part.coeff,age,0.012435834,Right Precuneus
433,-0.005649174,NA,NA,-3.130442041,0.00250997,NA,NA,NA,NA,NA,95,0.12,part.coeff,age,0.001804593,Right Precuneus
434,0.004840886,NA,NA,4.118556823,9.71E-05,NA,NA,NA,NA,NA,40,0.17,part.coeff,age,0.001175384,Right SMA
435,0.003616139,NA,NA,3.410839476,0.001046081,NA,NA,NA,NA,NA,40,0.18,part.coeff,age,0.00106019,Right SMA
436,0.003321341,NA,NA,3.155241931,0.002308435,NA,NA,NA,NA,NA,40,0.19,part.coeff,age,0.001052642,Right SMA
437,0.00319676,NA,NA,3.101237991,0.002715186,NA,NA,NA,NA,NA,40,0.2,part.coeff,age,0.001030801,Right SMA
438,-0.016152952,NA,NA,-3.248174076,0.001775356,NA,NA,NA,NA,NA,254,0.08,part.coeff,age,0.004972933,Right Superior Parietal Lobule
439,-0.021512168,NA,NA,-3.140378406,0.002425121,NA,NA,NA,NA,NA,63,0.07,part.coeff,age,0.006850183,Right Superior Temporal Gyrus
440,-0.018456037,NA,NA,-3.485812749,0.000828708,NA,NA,NA,NA,NA,63,0.08,part.coeff,age,0.005294615,Right Superior Temporal Gyrus
441,-0.014428751,NA,NA,-3.698635175,0.000413736,NA,NA,NA,NA,NA,63,0.09,part.coeff,age,0.003901101,Right Superior Temporal Gyrus
442,-0.006746358,NA,NA,-2.933544399,0.00445919,NA,NA,NA,NA,NA,63,0.1,part.coeff,age,0.002299729,Right Superior Temporal Gyrus
443,0.102255166,NA,NA,2.82731887,0.006015239,NA,NA,NA,NA,NA,8,0.09,within.module.deg.zscore,age,0.036166832,Left Fusiform Gyrus
444,0.103149033,NA,NA,2.911343123,0.004736549,NA,NA,NA,NA,NA,8,0.11,within.module.deg.zscore,age,0.03543005,Left Fusiform Gyrus
445,0.107383154,NA,NA,3.013563242,0.003520322,NA,NA,NA,NA,NA,8,0.12,within.module.deg.zscore,age,0.035633284,Left Fusiform Gyrus
446,0.101495839,NA,NA,2.734626119,0.007788651,NA,NA,NA,NA,NA,8,0.13,within.module.deg.zscore,age,0.03711507,Left Fusiform Gyrus
447,0.105606649,NA,NA,2.735343078,0.007773268,NA,NA,NA,NA,NA,8,0.14,within.module.deg.zscore,age,0.038608191,Left Fusiform Gyrus
448,0.099221099,NA,NA,2.69871972,0.008595571,NA,NA,NA,NA,NA,197,0.06,within.module.deg.zscore,age,0.036765989,Left Middle Frontal Gyrus
449,0.116404318,NA,NA,3.065026066,0.003024336,NA,NA,NA,NA,NA,197,0.07,within.module.deg.zscore,age,0.037978247,Left Middle Frontal Gyrus
450,0.108597656,NA,NA,2.768909779,0.007083412,NA,NA,NA,NA,NA,197,0.08,within.module.deg.zscore,age,0.039220366,Left Middle Frontal Gyrus
451,0.108268755,NA,NA,2.751733546,0.007429085,NA,NA,NA,NA,NA,197,0.09,within.module.deg.zscore,age,0.039345654,Left Middle Frontal Gyrus
452,0.105242359,NA,NA,2.722277884,0.008057994,NA,NA,NA,NA,NA,197,0.1,within.module.deg.zscore,age,0.038659668,Left Middle Frontal Gyrus
453,0.105403227,NA,NA,2.751523786,0.007433401,NA,NA,NA,NA,NA,197,0.14,within.module.deg.zscore,age,0.03830722,Left Middle Frontal Gyrus
454,0.10804003,NA,NA,2.871454975,0.005308572,NA,NA,NA,NA,NA,197,0.16,within.module.deg.zscore,age,0.037625535,Left Middle Frontal Gyrus
455,0.117422606,NA,NA,3.201431448,0.002006459,NA,NA,NA,NA,NA,197,0.17,within.module.deg.zscore,age,0.036678157,Left Middle Frontal Gyrus
456,0.115107155,NA,NA,3.135869723,0.002447309,NA,NA,NA,NA,NA,197,0.18,within.module.deg.zscore,age,0.036706613,Left Middle Frontal Gyrus
457,0.117920962,NA,NA,3.274452277,0.001603439,NA,NA,NA,NA,NA,197,0.19,within.module.deg.zscore,age,0.036012424,Left Middle Frontal Gyrus
458,0.118014779,NA,NA,3.194819093,0.002047296,NA,NA,NA,NA,NA,197,0.2,within.module.deg.zscore,age,0.036939424,Left Middle Frontal Gyrus
459,-0.093955768,NA,NA,-2.825623137,0.00604404,NA,NA,NA,NA,NA,118,0.12,within.module.deg.zscore,age,0.033251344,Left Middle Temporal Gyrus
460,0.116668141,NA,NA,2.752928162,0.007404553,NA,NA,NA,NA,NA,30,0.05,within.module.deg.zscore,age,0.042379653,Left Postcentral Gyrus
461,0.116154261,NA,NA,2.756365506,0.007334378,NA,NA,NA,NA,NA,30,0.06,within.module.deg.zscore,age,0.04214037,Left Postcentral Gyrus
462,0.109290458,NA,NA,2.695416855,0.0086735,NA,NA,NA,NA,NA,30,0.07,within.module.deg.zscore,age,0.040546774,Left Postcentral Gyrus
463,-0.116934843,NA,NA,-3.035005997,0.00330513,NA,NA,NA,NA,NA,174,0.06,within.module.deg.zscore,age,0.038528702,Left Precentral Gyrus
464,-0.115672117,NA,NA,-3.059741688,0.003072097,NA,NA,NA,NA,NA,174,0.07,within.module.deg.zscore,age,0.037804537,Left Precentral Gyrus
465,-0.115269335,NA,NA,-3.03197286,0.003334809,NA,NA,NA,NA,NA,174,0.08,within.module.deg.zscore,age,0.038017931,Left Precentral Gyrus
466,-0.108673366,NA,NA,-2.78822674,0.006712295,NA,NA,NA,NA,NA,174,0.09,within.module.deg.zscore,age,0.038975799,Left Precentral Gyrus
467,-0.113277383,NA,NA,-2.892070261,0.005005431,NA,NA,NA,NA,NA,174,0.1,within.module.deg.zscore,age,0.039168268,Left Precentral Gyrus
468,-0.11427993,NA,NA,-2.909283503,0.004764634,NA,NA,NA,NA,NA,174,0.11,within.module.deg.zscore,age,0.039281125,Left Precentral Gyrus
469,-0.112945275,NA,NA,-2.926580513,0.004533476,NA,NA,NA,NA,NA,174,0.12,within.module.deg.zscore,age,0.038592916,Left Precentral Gyrus
470,-0.120533371,NA,NA,-3.139386137,0.002421535,NA,NA,NA,NA,NA,174,0.13,within.module.deg.zscore,age,0.03839393,Left Precentral Gyrus
471,-0.113566095,NA,NA,-2.915302898,0.004682984,NA,NA,NA,NA,NA,174,0.14,within.module.deg.zscore,age,0.038955161,Left Precentral Gyrus
472,-0.109590179,NA,NA,-2.839542281,0.005811333,NA,NA,NA,NA,NA,174,0.15,within.module.deg.zscore,age,0.038594312,Left Precentral Gyrus
